,PUMP_BRAKE_POWER,COMP_BRAKE_POWER,HEAT1_HX_AREAC2,HEAT1_HX_DUTY,HEAT2_HX_AREAC2,HEAT2_HX_DUTY,COOL1_HX_AREAC2,COOL1_HX_DUTY,HX1_HX_AREAC2,HX1_HX_DUTY,HX2_HX_AREAC2,HX2_HX_DUTY,DRUM_BAL_MASI_TFL,SMR_QCALC,SMR_BAL_MASI_TFL,WGS_BAL_MASI_TFL,PSA_QCALC,PSA_BAL_MOLI_TFL,VSA_QCALC,VSA_BAL_MASI_TFL,VSA_BAL_MOLI_TFL,CH4,CO2,H2,H2O,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S2,S3,S4,S5,S6,S7,S8,S9,S9-1,S9-2,S12_VOL,CO,CO2,H2
0,0.0247189039,0.942227094,0.00903171063,64.8489267,0.0074074168,8.86568031,0.212900228,1166.9298,0.0253010072,721.323659,0.0314104531,1785.56562,15.4220199,4279.07143,15.4220199,15.4220199,-5.58468673,0.988373131,-0.124269742,8.90729565,0.360775252,3.5297933,7.01650377,1.26516201,11.8922266,11.8922266,15.4220199,15.4220199,5.24956225,10.1724577,8.90729565,1.26516201,8.90729565,8.90729565,7.01650377,1.89079188,3.5297933,3.5297933,11.8922266,11.8922266,15.4220199,15.4220199,15.4220199,15.4220199,15.4220199,0.0,0.0884480298,0.280104,6.67592337,0.0604764
0,0.0242212886,0.923259158,0.00884865746,63.5434555,0.00725787339,8.68721191,0.208314657,1143.43571,0.024791805,706.802721,0.0307781305,1749.62047,15.1115598,4192.92961,15.1115598,15.1115598,-5.47226506,0.968476416,-0.120197296,8.72798626,0.353512534,3.45873517,6.88211841,1.23969339,11.6528247,11.6528247,15.1115598,15.1115598,5.14388018,9.96767966,8.72798626,1.23969339,8.72798626,8.72798626,6.88211841,1.84586785,3.45873517,3.45873517,11.6528247,11.6528247,15.1115598,15.1115598,15.1115598,15.1115598,15.1115598,0.0,0.0866674297,0.280104,6.54153801,0.0604764
0,0.0237492381,0.905265691,0.00867505588,62.3050523,0.00711602905,8.5179123,0.203976896,1121.1486,0.0243087641,693.02779,0.0301782932,1715.52199,14.8170495,4111.21329,14.8170495,14.8170495,-5.36561903,0.949601887,-0.116348142,8.55788885,0.346622935,3.39132762,6.75463711,1.21553321,11.4257219,11.4257219,14.8170495,14.8170495,5.04362744,9.77342206,8.55788885,1.21553321,8.55788885,8.55788885,6.75463711,1.80325174,3.39132762,3.39132762,11.4257219,11.4257219,14.8170495,14.8170495,14.8170495,14.8170495,14.8170495,0.0,0.0849783067,0.280104,6.41405671,0.0604764
0,0.0360131942,1.37273916,0.0132002614,94.4789867,0.0108060583,12.9158114,0.320717585,1700.39982,0.0368470303,1050.90295,0.0457621726,2601.40667,22.4684801,6234.21779,22.46848,22.46848,-8.13600801,1.43994965,-0.219592371,12.9767907,0.52561305,5.14258772,10.0659923,1.84319286,17.3258923,17.3258923,22.4684801,22.4684801,7.64849654,14.8199836,12.9767907,1.84319286,12.9767907,12.9767907,10.0659923,2.91079839,5.14258772,5.14258772,17.3258923,17.3258923,22.46848,22.46848,22.46848,22.4684801,22.4684801,0.0,0.128866831,0.280104,9.7254119,0.0604764
0,0.0372248339,1.41892405,0.0136490388,97.6576688,0.0111714747,13.3508343,0.332689779,1757.40442,0.0380967726,1086.25987,0.0473018102,2688.92925,23.2244169,6443.96386,23.2244169,23.2244169,-8.41000155,1.48840997,-0.230062714,13.4136182,0.54329954,5.31560663,10.3937628,1.90522921,17.9088103,17.9088103,23.2244169,23.2244169,7.90556954,15.3188474,13.4136182,1.90522921,13.4136182,13.4136182,10.3937628,3.01985534,5.31560663,5.31560663,17.9088103,17.9088103,23.2244169,23.2244169,23.2244169,23.2244169,23.2244169,0.0,0.133198164,0.280104,10.0531824,0.0604764
0,0.0377038323,1.43718235,0.0138265391,98.9142994,0.011317472,13.5257466,0.337255102,1778.68804,0.0386525433,1100.23755,0.0479104762,2723.52962,23.5232621,6526.88293,23.523262,23.523262,-8.51993135,1.50765474,-0.234281434,13.5877321,0.550307445,5.38400632,10.5268067,1.92989726,18.1392557,18.1392557,23.5232621,23.5232621,8.00563275,15.5176294,13.5877321,1.92989726,13.5877321,13.5877321,10.5268067,3.06092541,5.38400632,5.38400632,18.1392557,18.1392557,23.523262,23.523262,23.523262,23.5232621,23.5232621,0.0,0.134884091,0.280104,10.1862263,0.0604764
0,0.0376893102,1.4366288,0.013821157,98.8762013,0.0113130933,13.5205365,0.337110388,1778.00291,0.0386376558,1099.81378,0.0478920229,2722.48061,23.5142017,6524.36902,23.5142017,23.5142017,-8.51664989,1.50707406,-0.234155719,13.5824988,0.550095488,5.3819326,10.5228839,1.92915396,18.1322691,18.1322691,23.5142017,23.5142017,8.00254896,15.5116528,13.5824988,1.92915396,13.5824988,13.5824988,10.5228839,3.05961486,5.3819326,5.3819326,18.1322691,18.1322691,23.5142017,23.5142017,23.5142017,23.5142017,23.5142017,0.0,0.134832133,0.280104,10.1823035,0.0604764
0,0.0373405298,1.4233341,0.0136919073,97.9611916,0.0112079361,13.3954157,0.333638828,1761.54916,0.0382800994,1089.636,0.0474488256,2697.28652,23.2965991,6463.99189,23.2965991,23.2965991,-8.43783558,1.49312743,-0.231137382,13.4568048,0.545004849,5.33212769,10.4286551,1.91130135,17.9644714,17.9644714,23.2965991,23.2965991,7.92849301,15.3681061,13.4568048,1.91130135,13.4568048,13.4568048,10.4286551,3.02814962,5.33212769,5.33212769,17.9644714,17.9644714,23.2965991,23.2965991,23.2965991,23.2965991,23.2965991,0.0,0.13358439,0.280104,10.0880747,0.0604764
0,0.0367918311,1.40241899,0.0134886242,96.5217055,0.0110403718,13.1943927,0.328464662,1737.44894,0.0376296832,1073.6244,0.046751591,2657.65137,22.9542684,6369.00707,22.9542683,22.9542683,-8.31154792,1.47106281,-0.226293762,13.2570359,0.536973642,5.25377499,10.2754738,1.88301166,17.7004933,17.7004933,22.9542684,22.9542684,7.81422089,15.1400475,13.2570359,1.88301166,13.2570359,13.2570359,10.2754738,2.98156208,5.25377499,5.25377499,17.7004933,17.7004933,22.9542683,22.9542683,22.9542683,22.9542684,22.9542684,0.0,0.131659063,0.280104,9.93489339,0.0604764
0,0.0361263168,1.37705113,0.0132421477,94.7757588,0.0108405168,12.9571012,0.321787929,1705.4345,0.0369778573,1054.20399,0.0459059182,2609.57807,22.5390567,6253.80037,22.5390567,22.5390567,-8.16195913,1.44449402,-0.220584647,13.017901,0.527267967,5.15874133,10.0973902,1.84901766,17.3803154,17.3803154,22.5390567,22.5390567,7.67213805,14.8669187,13.017901,1.84901766,13.017901,13.017901,10.0973902,2.92051088,5.15874133,5.15874133,17.3803154,17.3803154,22.5390567,22.5390567,22.5390567,22.5390567,22.5390567,0.0,0.129265158,0.280104,9.75680975,0.0604764
0,0.0353991693,1.34933396,0.0129729509,92.8681204,0.0106213875,12.6962727,0.314624663,1671.11976,0.036232974,1032.98506,0.0449819277,2557.0527,22.0853925,6127.92441,22.0853925,22.0853925,-7.99766032,1.41541853,-0.214320992,12.755864,0.516655008,5.05490662,9.90097237,1.81179941,17.0304859,17.0304859,22.0853925,22.0853925,7.51772906,14.5676635,12.755864,1.81179941,12.755864,12.755864,9.90097237,2.85489168,5.05490662,5.05490662,17.0304859,17.0304859,22.0853925,22.0853925,22.0853925,22.0853925,22.0853925,0.0,0.126663575,0.280104,9.56039197,0.0604764
0,0.0346498926,1.32077327,0.0126956773,90.9024266,0.010395637,12.4275219,0.307275412,1635.75443,0.0354657319,1011.12037,0.0440298174,2502.92882,21.6179219,5998.21765,21.6179219,21.6179219,-7.82836947,1.38545862,-0.207880407,12.4858596,0.505719144,4.9479119,9.69859445,1.77344921,16.67001,16.67001,21.6179219,21.6179219,7.35861303,14.2593088,12.4858596,1.77344921,12.4858596,12.4858596,9.69859445,2.78726519,4.9479119,4.9479119,16.67001,16.67001,21.6179219,21.6179219,21.6179219,21.6179219,21.6179219,0.0,0.123982685,0.280104,9.35801405,0.0604764
0,0.0339038209,1.29233476,0.0124197063,88.9451414,0.0101708972,12.1599307,0.299989967,1600.53612,0.0347019811,989.349217,0.0430817799,2449.03647,21.1524509,5869.06573,21.1524509,21.1524509,-7.6598083,1.35562716,-0.201481803,12.2170151,0.494830115,4.84137487,9.49709401,1.73526354,16.3110761,16.3110761,21.1524509,21.1524509,7.20017234,13.9522786,12.2170151,1.73526354,12.2170151,12.2170151,9.49709401,2.71992105,4.84137487,4.84137487,16.3110761,16.3110761,21.1524509,21.1524509,21.1524509,21.1524509,21.1524509,0.0,0.121313174,0.280104,9.15651361,0.0604764
0,0.0331717268,1.26442904,0.0121490185,87.0245256,0.00995040896,11.8973572,0.292872512,1565.9757,0.0339526333,967.985939,0.0421515037,2396.15378,20.6957005,5742.33345,20.6957005,20.6957005,-7.49440756,1.32635472,-0.195217722,11.9532094,0.484145113,4.73683379,9.29937395,1.6977935,15.9588667,15.9588667,20.6957005,20.6957005,7.0446976,13.6510029,11.9532094,1.6977935,11.9532094,11.9532094,9.29937395,2.65383546,4.73683379,4.73683379,15.9588667,15.9588667,20.6957005,20.6957005,20.6957005,20.6957005,20.6957005,0.0,0.118693635,0.280104,8.95879355,0.0604764
0,0.0324703614,1.23769462,0.0118897974,85.1845252,0.00973921508,11.6458122,0.286082665,1532.86284,0.0332348901,947.519358,0.0412602747,2345.49078,20.2581216,5620.9206,20.2581216,20.2581216,-7.33595327,1.29831116,-0.189231005,11.7004802,0.47390864,4.63668069,9.10996147,1.66189656,15.6214409,15.6214409,20.2581216,20.2581216,6.89574487,13.3623767,11.7004802,1.66189656,11.7004802,11.7004802,9.10996147,2.5905187,4.63668069,4.63668069,15.6214409,15.6214409,20.2581216,20.2581216,20.2581216,20.2581216,20.2581216,0.0,0.116183982,0.280104,8.76938107,0.0604764
0,0.031796048,1.21199136,0.0116406712,83.4154943,0.00953619961,11.4039681,0.279581645,1501.02763,0.0325448066,927.842181,0.0404034207,2296.78187,19.8374203,5504.19069,19.8374203,19.8374203,-7.18360999,1.27134923,-0.183489062,11.4574982,0.464066985,4.54039053,8.92785335,1.62738413,15.2970297,15.2970297,19.8374203,19.8374203,6.7525379,13.0848824,11.4574982,1.62738413,11.4574982,11.4574982,8.92785335,2.52964489,4.54039053,4.54039053,15.2970297,15.2970297,19.8374203,19.8374203,19.8374203,19.8374203,19.8374203,0.0,0.113771139,0.280104,8.58727295,0.0604764
0,0.0311532201,1.18748826,0.0114032656,81.7290646,0.00934269492,11.1734187,0.2734084,1470.67798,0.0318869905,909.083788,0.0395865757,2250.34731,19.4363627,5392.91123,19.4363627,19.4363627,-7.03838125,1.24564629,-0.17802864,11.2258629,0.454684878,4.44859644,8.75425095,1.59448329,14.9877663,14.9877663,19.4363627,19.4363627,6.61601653,12.8203462,11.2258629,1.59448329,11.2258629,11.2258629,8.75425095,2.47161194,4.44859644,4.44859644,14.9877663,14.9877663,19.4363627,19.4363627,19.4363627,19.4363627,19.4363627,0.0,0.111470938,0.280104,8.41367055,0.0604764
0,0.0305475577,1.16440181,0.0111796644,80.1401365,0.00916040617,10.9562012,0.267613516,1442.08187,0.0312672624,891.409919,0.0388169569,2206.59739,19.0584924,5288.06544,19.0584924,19.0584924,-6.90155043,1.22142945,-0.17289653,11.0076209,0.445845215,4.36210946,8.59068859,1.56348475,14.696383,14.696383,19.0584924,19.0584924,6.48738677,12.5711057,11.0076209,1.56348475,11.0076209,11.0076209,8.59068859,2.41693233,4.36210946,4.36210946,14.696383,14.696383,19.0584924,19.0584924,19.0584924,19.0584924,19.0584924,0.0,0.1093037,0.280104,8.25010819,0.0604764
0,0.209606001,7.98969302,0.0808223664,549.891868,0.0642234553,75.1733261,3.42033955,9896.76187,0.214459141,6116.52397,0.26634755,15140.8522,130.772301,36284.7421,130.772301,130.772301,-47.3536476,8.38087526,-1.78398749,75.528241,3.0592024,29.9311759,56.9449652,10.7278539,100.841125,100.841125,130.772301,130.772301,44.5162062,86.2560949,75.528241,10.7278539,75.528241,75.528241,56.9449652,18.5832758,29.9311759,29.9311759,100.841125,100.841125,130.772301,130.772301,130.772301,130.772301,130.772301,0.0,0.75003792,0.280104,56.6043848,0.0604764
0,0.232830879,8.87488923,0.0904145506,610.840886,0.0715456899,83.5080915,3.84705444,10991.058,0.238334483,6794.25036,0.295859534,16818.4971,145.262204,40305.1837,145.262204,145.262204,-52.6035007,9.30965653,-1.99527124,83.8995641,3.39819885,33.2476262,63.2232159,11.9167893,112.014577,112.014577,145.262204,145.262204,49.4458503,95.8163534,83.8995641,11.9167893,83.8995641,83.8995641,63.2232159,20.6763482,33.2476262,33.2476262,112.014577,112.014577,145.262204,145.262204,145.262204,145.262204,145.262204,0.0,0.833095757,0.280104,62.8826355,0.0604764
0,0.251742805,9.5957612,0.0983268996,660.457062,0.0775296892,90.277317,4.23254277,11889.7049,0.257403834,7346.12031,0.319891028,18184.5968,157.061275,43579.0136,157.061275,157.061275,-56.8686935,10.0654341,-2.16690129,90.707701,3.67414629,35.9481987,68.314619,12.8840693,121.113076,121.113076,157.061275,157.061275,53.4695047,103.59177,90.707701,12.8840693,90.707701,90.707701,68.314619,22.3930819,35.9481987,35.9481987,121.113076,121.113076,157.061275,157.061275,157.061275,157.061275,157.061275,0.0,0.900888909,0.280104,67.9740386,0.0604764
0,0.266245369,10.14856,0.104457893,698.505102,0.0821465501,95.4850419,4.55377392,12571.6845,0.272378578,7769.32038,0.338319519,19232.1868,166.109363,46089.5417,166.109363,166.109363,-60.1486482,10.6454965,-2.29898533,95.9366259,3.88584662,38.0191259,72.2387392,13.626643,128.090237,128.090237,166.109363,166.109363,56.546094,109.563269,95.9366259,13.626643,95.9366259,95.9366259,72.2387392,23.6978867,38.0191259,38.0191259,128.090237,128.090237,166.109363,166.109363,166.109363,166.109363,166.109363,0.0,0.952725277,0.280104,71.8981588,0.0604764
0,0.26868986,10.2417375,0.105496819,704.91832,0.0829299562,96.3694425,4.61011493,12683.8152,0.275041511,7840.65321,0.341425748,19408.7642,167.634471,46512.7058,167.634471,167.634471,-60.7051348,10.7434652,-2.32142628,96.8211971,3.92156575,38.3681927,72.9079827,13.7521307,129.266278,129.266278,167.634471,167.634471,57.0611431,110.573328,96.8211971,13.7521307,96.8211971,96.8211971,72.9079827,23.9132145,38.3681927,38.3681927,129.266278,129.266278,167.634471,167.634471,167.634471,167.634471,167.634471,0.0,0.96140315,0.280104,72.5674023,0.0604764
0,0.264749341,10.0915355,0.103822945,694.580216,0.0816736127,94.9554116,4.51914414,12498.0972,0.270993171,7725.66473,0.336418508,19124.1216,165.175999,45830.5655,165.175998,165.175998,-59.8144647,10.5858841,-2.2855604,95.4009067,3.86404951,37.8054972,71.8428989,13.550412,127.370501,127.370501,165.175999,165.175999,56.2246799,108.951319,95.4009067,13.550412,95.4009067,95.4009067,71.8428989,23.5580078,37.8054972,37.8054972,127.370501,127.370501,165.175998,165.175998,165.175998,165.175999,165.175999,0.0,0.947309877,0.280104,71.5023185,0.0604764
0,0.259960356,9.9089922,0.101794103,682.016126,0.0801487974,93.237635,4.41111677,12272.0901,0.266087855,7585.91708,0.330333117,18778.19,162.18817,45001.5477,162.18817,162.18817,-58.7324119,10.3943942,-2.24199286,93.6751492,3.79415284,37.1216429,70.5493313,13.3052945,125.066527,125.066527,162.18817,162.18817,55.2077263,106.980444,93.6751492,13.3052945,93.6751492,93.6751492,70.5493313,23.1258179,37.1216429,37.1216429,125.066527,125.066527,162.18817,162.18817,162.18817,162.18817,162.18817,0.0,0.930175582,0.280104,70.2087509,0.0604764
0,0.25473223,9.70971005,0.0995861569,668.299934,0.0784862101,91.3623112,4.29626634,12025.368,0.26073232,7433.35486,0.323689707,18400.5373,158.926364,44096.5106,158.926364,158.926364,-57.5511208,10.1853441,-2.19443193,91.791129,3.71784663,36.3750805,69.137111,13.0376988,122.551284,122.551284,158.926364,158.926364,54.0975364,104.828828,91.791129,13.0376988,91.791129,91.791129,69.137111,22.6540181,36.3750805,36.3750805,122.551284,122.551284,158.926364,158.926364,158.926364,158.926364,158.926364,0.0,0.911470384,0.280104,68.7965306,0.0604764
0,0.249351771,9.50462138,0.0973213959,654.184091,0.0767774831,89.4324495,4.18127897,11771.4129,0.255222913,7276.34741,0.316852727,18011.8808,155.569519,43165.1034,155.569519,155.569519,-56.3354671,9.97020594,-2.14549081,89.8522641,3.63931764,35.6067654,67.6838649,12.7623111,119.962753,119.962753,155.569519,155.569519,52.9549436,102.614575,89.8522641,12.7623111,89.8522641,89.8522641,67.6838649,22.1683992,35.6067654,35.6067654,119.962753,119.962753,155.569519,155.569519,155.569519,155.569519,155.569519,0.0,0.892219238,0.280104,67.3432845,0.0604764
0,0.243975406,9.29968873,0.0950659305,640.078986,0.0750723607,87.504117,4.06949002,11517.625,0.249718982,7119.4594,0.310020949,17623.52,152.215227,42234.4046,152.215227,152.215227,-55.1207718,9.75523328,-2.09659162,87.9149037,3.56084872,34.8390348,66.2317966,12.4871359,117.376192,117.376192,152.215227,152.215227,51.8131873,100.40204,87.9149037,12.4871359,87.9149037,87.9149037,66.2317966,21.6831071,34.8390348,34.8390348,117.376192,117.376192,152.215227,152.215227,152.215227,152.215227,152.215227,0.0,0.872982188,0.280104,65.8912162,0.0604764
0,0.238707352,9.09888466,0.092863203,626.258043,0.0734038104,85.614676,3.96284023,11268.9314,0.244326842,6965.73205,0.303326803,17242.9831,148.928511,41322.4558,148.928511,148.928511,-53.9305716,9.54459273,-2.04868186,86.0165944,3.48396087,34.0867709,64.8090328,12.2175066,114.84174,114.84174,148.928511,148.928511,50.6944097,98.234101,86.0165944,12.2175066,86.0165944,86.0165944,64.8090328,21.2075616,34.0867709,34.0867709,114.84174,114.84174,148.928511,148.928511,148.928511,148.928511,148.928511,0.0,0.854132298,0.280104,64.4684524,0.0604764
0,0.233654575,8.90628632,0.0907572379,613.001884,0.0718055082,83.8024922,3.86312207,11030.3807,0.239156023,6818.28668,0.29690621,16877.9966,145.776104,40447.7732,145.776104,145.776104,-52.7890336,9.34256126,-2.00273427,84.1958809,3.41021524,33.3652478,63.4444642,11.9588977,112.410856,112.410856,145.776104,145.776104,49.6213256,96.1547786,84.1958809,11.9588977,84.1958809,84.1958809,63.4444642,20.7514167,33.3652478,33.3652478,112.410856,112.410856,145.776104,145.776104,145.776104,145.776104,145.776104,0.0,0.83605228,0.280104,63.1038838,0.0604764
0,0.228805186,8.72144062,0.0887422245,600.279325,0.0702734143,82.0632519,3.76969639,10801.4333,0.234193298,6676.77641,0.290744064,16527.7019,142.750591,39608.299,142.750591,142.750591,-51.6934446,9.14866208,-1.95863923,82.4484553,3.33943808,32.6727681,62.1348209,11.7106985,110.077823,110.077823,142.750591,142.750591,48.5914374,94.1591538,82.4484553,11.7106985,82.4484553,82.4484553,62.1348209,20.3136344,32.6727681,32.6727681,110.077823,110.077823,142.750591,142.750591,142.750591,142.750591,142.750591,0.0,0.818700055,0.280104,61.7942405,0.0604764
0,0.224198192,8.54583436,0.0868335083,588.192696,0.0688196074,80.4109654,3.68293058,10583.9218,0.229479025,6542.33948,0.28488993,16194.9165,139.876307,38810.7857,139.876307,139.876307,-50.6526284,8.96445541,-1.91675172,80.788383,3.27219878,32.0149017,60.8906615,11.4749063,107.861405,107.861405,139.876307,139.876307,47.6130177,92.2632893,80.788383,11.4749063,80.788383,80.788383,60.8906615,19.8977215,32.0149017,32.0149017,107.861405,107.861405,139.876307,139.876307,139.876307,139.876307,139.876307,0.0,0.802215006,0.280104,60.5500811,0.0604764
0,0.219818378,8.37888759,0.0850239286,576.702084,0.0674390181,78.8401534,3.60217991,10377.1374,0.224997159,6414.53189,0.279324476,15878.5415,137.14376,38052.5993,137.14376,137.14376,-49.6631353,8.78933226,-1.87693252,79.2101708,3.20827517,31.389476,59.7078506,11.2507414,105.754284,105.754284,137.14376,137.14376,46.6828474,90.4609122,79.2101708,11.2507414,79.2101708,79.2101708,59.7078506,19.5023202,31.389476,31.389476,105.754284,105.754284,137.14376,137.14376,137.14376,137.14376,137.14376,0.0,0.786542894,0.280104,59.3672702,0.0604764
